EAN,ITEM_NUMBER,DESCRIPTION_1
4238279,63581890,WVGRZXHC
48035895,61218042,XLNVHZKB
32118966,72627597,FNYQYVLW
84451477,69404459,TWGICXFM
50320622,25354575,BMYWZDWU
72926976,14168904,WEUKRRQO
87138123,80799792,MUYDVLXT
72911702,76286970,LQKUXWRV
50139054,96255957,FZDNVSOB
62883419,83682171,ZFDBBIOR
64822003,28458082,VNZSKUQW
22181075,5060909,PQMPBENI
7447792,8055764,FMIJAYWE
83309120,37080616,MRLAAEPE
71127225,75502132,XUHMSGAY
11167424,64414511,NWVEONEN
81794879,57484998,HAETURRO
82968933,31009245,SBYIOWSD
89374287,78442369,FRZEKEXW
33604613,3383828,CPPYIHGG
56049800,46608343,EOSCAPNQ
27134108,53481913,RJTIWUDN
8660378,14291896,XSBRGUVG
5860929,89980152,ZDFDBZTB
76355242,33781441,YCYXDRFN
2634233,39247337,BZYGPIIX
85728750,18250954,YUVCUYDF
57119021,34062190,ALLUNDBW
46802143,69500822,GMFSQKLX
53690620,75648252,XPHAPXMR
71706268,48151904,TUSUFYGV
93259161,58669676,XOIYKMZN
79934254,30237904,OYVWEFBC
42925341,6703546,MDMVTZOO
88218398,66849370,QJQPXHNH
2768427,36828037,VIGMSYFI
65347224,94506039,ZQSORXCE
26254738,5417688,HSKVDISX
11712033,83420812,TLOWRZEL
29936068,22411234,POVOBMVT
6563529,74823181,MKIVLTDX
46599516,75696586,ZRPRYACM
97326734,66055012,LCRTNDQI
99974577,3583870,ZBSBLRGV
86004271,50477592,AWBSFBPL
45634503,37752438,HQNUFAPU
70238287,86120170,CBNEEXBL
91008964,10596505,IDDSOAXL
48195314,59173237,QNIJYSNQ
16965438,48875637,ILPXJFEO
14963961,55069963,VXPJTJDE
39379271,90027630,MBHLFMYU
58702467,73323479,LZDXOTPR
78675186,53927595,CMJTPKZN
15602748,17168438,YIWUXPQD
28051835,20595279,RLYLVKPS
43902055,19234411,BCTXOTNX
47077782,67748081,KPCJOPBH
89277689,84131071,NNROAQHJ
51754505,31150212,QVUWCEMR
92927300,14977736,KQTWJUGN
7986382,76037455,TUMSGVGZ
19376683,48457305,UGFBDZZK
48017679,7979522,XXBFFRIZ
31485563,88883027,RURNUREC
52677205,38964218,HACCTGMA
40259141,30918492,CXOTXKXP
62357533,57137335,MVLIMYZF
44508791,43187218,ZXLMGEEA
62249549,87746969,CHKMBXMT
60380405,29238152,NUKHSZKH
13771879,45353654,AFTSTUPF
5960992,73712074,JMPZVDGP
80620099,31836515,LMYSOSLO
98658137,20366898,YOJOXCPZ
64492791,47228663,QRHYAZHJ
64819273,99020538,OVGTZWTK
52954249,1795717,OOPKMFAG
26166089,49020129,TYVQMHZD
58234607,30374828,LBZQILXI
59707219,62416793,RPVSGBCR
25884794,76453273,TTNNJLXM
70432215,36019029,BTIDBNLU
5677309,45256423,UBCVVKKK
68064958,82496011,RXTZYQWA
68191074,8549977,KVGTVSZW
89750659,94999846,KXHLMEIC
58004621,19598739,RFVXWMEF
10361599,88351445,XKUWEJNN
79649417,1048334,SNPPDBSH
86610726,5122180,PECWZUFA
97209013,48949063,RPALRGRG
32361187,73370823,PNXWGFED
83955756,27892660,QNMMFOTJ
99539087,15797350,KESAWUOA
95933512,55619701,AHNHQBLW
58620305,18504838,TFHXBVUD
86430935,87153378,MQWDDORV
90753002,66031338,NAQACPAH
6551235,52785597,SPBERVBT
51608612,24140040,DTFTIVKM
64612531,8397617,LWYVBFVU
54639076,76200899,YZMCKOKD
80936930,4513131,CKAVJVEI
32356542,60849000,ACHSKYLJ
41979800,34596806,JZZAAIOU
85752817,61468128,FMLUPOEH
22961318,97361827,IUBBTXGH
40260212,54843273,LURBRJIG
69552696,30664664,CVBNMUHB
37900411,45864480,NIOEYZHP
35878066,18546813,NDDMAYMD
94649530,74314558,OADYGPJL
79550069,81824433,CFYJJEGZ
55291525,64804234,WAZAFUZD
47264932,57119923,IZIAPUEM
25480044,35331309,CQTKRBDF
83396113,20894687,BVTTQEUB
23631163,3114644,CCNJVXGZ
49373717,70381407,MEATNZMN
36137053,3810933,OFDQATKL
20932651,7334606,IZSFULKX
42834363,65059011,LAMWWJVS
9156363,77300844,MYLWPGJF
51575341,42741933,WBZEHSQB
1015952,16767258,RFVBJUIP
36950631,96552182,HERUBPCS
61282081,44103645,QZOUCKAG
81806452,58390489,YCODQAOZ
70576657,33023669,BWYZZASH
97067146,23713880,MUVHNIYA
25833279,52866511,QLHYYGMZ
22786436,73371230,VMBSEKXX
17373140,68058222,FOKFUPKR
98523949,14258122,VMZJQBDY
61296118,49174245,ENMIBAHX
8753143,15757194,UCVBLGKN
28644930,70560693,BOHASJGE
54741626,96361864,ZZOPXNVK
27671431,93420977,SOLFMVWD
60775714,52195738,RQSAZGYM
40806615,52844338,WBDSWEOH
5725786,44441702,EIUGVETM
61639417,92555304,YQQUBDJB
85724363,15161268,SXWZDJXQ
78783495,55549225,JOTAKDLI
50500751,59892312,KEQUAGLJ
67952633,19334178,YOBQSEWN
23048426,17558184,MQFXJFJE
36200369,25973472,CFLNGMIA
34173078,92023553,OBPGQQIM
6917435,31121950,HOUNTPNC
64375335,86644459,NANRMJIW
4561273,97119066,ZAXTBWJQ
57387342,88775392,XUHQVRXD
36476366,27330764,RVYAJDLT
50932005,45353371,YKZTUJZT
66165688,56748768,RYLOFSNG
4618248,81330595,MMWVECGN
96982145,48755890,RLJWPDQR
58577498,1261577,KVANXFCC
34316398,46882627,CMXTMNBP
59990180,73203092,TBMORKGL
16619635,17808653,PUONJCHH
82988343,60316991,TEHSESZY
11131874,29777315,RJPEULMJ
76119231,33884226,GSDTTCMH
29449920,26982671,JYKEKQAP
16256796,69317344,VIMPAIVZ
31922410,81500990,AVHYBGGX
52962944,98781295,QZTRQRSD
31638076,27875202,NIRHCGCX
28611447,5693191,NRLOKIIO
18941719,48725641,PCRDCRIV
27427297,52353324,CTMJBNDP
79974276,18944653,VPHDTDYM
90356966,71912180,LKXDJEAZ
44100820,39078114,ZYKFEOHN
56957977,76591643,PBETGSQS
66981005,76596101,XZEXLKUA
96478803,99124730,IADGULCK
49763853,93334322,HCLCWIKU
82780018,74474908,ZUKPEXQT
57121968,68848971,FVZIAUMQ
14934263,69168239,HXFAZCJU
58208249,95878904,IVUHFFSU
13803041,70492517,VFABTCNY
33276647,32352885,QWDCYLNS
99060801,32104957,TCFMMFIC
83553798,43496845,RQIXYOSG
99626446,13895064,CJNEMSNJ
46870949,91679540,YTSWFYUU
29765114,8558957,YWZMPDGW
23472908,31702509,ETBLTPOF
41572773,21842541,CLICZPHS
22849518,30364879,QWFZYRRH
50143975,56052410,EGGHLBSU
33907856,82239055,ZYICIHWA
57053421,19227530,YUMCLXZM
45692385,71413609,DUROTWFP
28553185,54046927,FCZQVGMX
58200800,62161337,XNYUAUAY
4761469,23141560,VECPQVEE
50472504,46899192,NKGBJWTC
37413014,52014615,OEZFOZVQ
54403403,64184944,RTNZWUYG
25276947,33556157,RHJFDTDD
1687971,59927050,AENRYHEP
62064452,37398889,PHYRTDIH
87828769,65660822,UCZPIPPJ
26752306,4584212,FQWIRNYT
24112081,25597164,BPPICXOB
80423801,73053163,FXKNMSZV
5578849,48425514,FIZHQGUS
85082727,38012030,BMWBNJMW
45104279,81261039,NZCVMUVI
85556380,66997177,SKELCASN
89567211,3974854,EEOFJKJQ
80448258,91371322,PAKWQSTL
69999594,46037445,MVTYCYJN
79340444,20693912,AHZNSLLQ
2254587,58925909,HHYUXEGE
33702620,12685907,CCOFLBIJ
35618341,82937720,PSRVIZNZ
2562032,65664407,BXMJJLPO
12287522,28714720,BCTZQEPU
57844873,47339905,OHUQHVDP
89094471,53808019,EITDWBPD
66541799,67314479,AJNOLYIY
78102161,97486295,URKYJXJP
65158844,10040024,YMNBVXWN
16755996,8785203,FSBCGSKO
45826888,86190035,FQEWIUDT
68235076,55412399,NWQXRROH
76016002,47696948,ITBPZXZB
26833088,86729137,LFSICKRF
1117168,19629341,HJPRHEXT
61764622,38912584,FHNRURXO
63738171,91694755,MQNGRIWV
45929913,41759434,EQVSMLZA
12192861,99527613,YJPBDEAI
24305176,17844419,BCSXQXBQ
70125947,67042187,CVCPMJSH
62885528,91438295,TRHVVOCT
71637774,6853796,XIILZNCC
9675875,82431218,DCLBUYSS
94412679,50780499,TXIJUJNL
16820245,87763013,GCWNWPIM
81127026,42686519,CZKBAEOD
35223306,7758773,JPGYTZFG
33725535,90200266,CPUNTGBF
6986944,68771240,FFHXHURK
79854340,94871094,QJCRBFNE
8603280,16550423,LPPQHHDP
5967702,50441225,WTQKYXIM
10390558,81525733,UBFAHCPR
82965614,65170596,LNYMKBAQ
91841690,72202342,YJOEBQFM
62507429,83051862,PNVDOZUA
78613623,88960467,NUXYRXCL
17831883,91940786,EZAUHPFE
25944894,86776871,ZCWMWYLH
1291972,28046314,PRJJWNZA
33988049,83468085,ORNJCLIC
38217492,56540087,AAZLVJGH
91637852,84723970,XEYCMUJL
62298637,82103742,GXUKTEZB
56011111,59068551,GMZBOPDW
14473001,76052974,ROSJMDQR
48206459,16179539,CCXQYAEE
77065545,79514861,TCHSPRRB
49417474,68552840,PISOQOKT
16753185,10552371,BGLVIOHL
68437697,35272691,WGOSYRAD
6548295,40699967,CBCFYVJG
27880361,58533296,UNZMZTXA
30234213,80813735,BUCGIMBU
48160653,26910881,NHOUIQXR
23225348,22229994,TAFCOIZO
82908523,1825735,UQORZSFW
21213107,8178697,ZVNQYNKY
71382820,82435298,HGAXKOFM
70322831,88481245,RBLVDUDA
69117464,8617514,CUJREYNY
54764023,68580900,PWISUAIK
39370933,33998897,NDNWGPJK
23517500,40183860,LYHNSDOW
84396758,44255882,IDCKCSBQ
19219280,11989943,PSBYTBFH
2176656,79818279,AFSXSSCS
71625563,16849169,XYQYSZWB
55371595,58445948,ARKPRMCK
59174084,26296380,RGHVTLEC
54684097,23853866,JWZPGQYT
82946729,22516706,RUWHTDQU
59934054,19805497,CAKMKAGT
48902542,73303949,JRAUXZTC
99367404,92462617,AEFPAKRW
87798215,18959898,KRZRUNJV
79488949,74255603,ATCAHQHV
23498486,57420686,PNEUWGHQ
12776300,2349409,AHATWIFH
79304794,11422924,IIMBKRRU
57361646,35389342,JFMQBSCN
68465843,81414000,UWNCWKZO
38809269,85730206,HLUIUCEY
57964210,70884981,LDOJJTWX
10065462,52531730,OOTJCFIQ
10801503,13426140,TRRPXQGO
1043457,33304361,BUIPIELK
3548057,50502724,DWKRCCJX
76023125,55992595,BHCYEKDZ
65521728,52173253,QMMBJUYD
18255297,14231696,PGYPOOWT
12294840,19020983,IOVXVKIE
22359601,80384128,AUPUVZLC
43283230,71080920,TUQQZWPN
62418910,82167982,HYBRYNPI
22392237,71117734,ALYYCKLP
91123457,8814840,SVZWSCNG
86361933,6215587,YEMOJGSM
15245380,17289976,HNKYSYAL
26212624,72802034,CUNFKEBL
38560984,91625698,TMWXJFBR
38750655,78213560,EAXVBDJU
84016807,98247712,TLGKIGTO
73250437,73927578,XFBUYBAO
70682770,43028203,SNMPPWOO
99899180,73579773,KVEJJWHU
28041773,33650180,QBYQVUTJ
2223369,82064256,ZOGZQLEC
17098328,22284896,TGQWIEQC
31238389,6630716,CCRVMOMY
49897690,10372356,CZTXKKYU
27720673,59216901,JQXPRFGJ
52082175,67834941,VEQHIKOL
79279203,5135728,EEHOKIYL
41054737,79170929,QZRXUOVE
14899130,22715956,MSIMGAYI
13353704,8144022,AOPQVRSP
66064935,85312966,FLZCIHLG
47719548,93773776,YSITMPCK
17421829,6269130,CLLUURBN
85914911,10836273,PFULEMML
16885398,77363564,BJMUMYNI
66043914,44487825,MSMGMOTS
27024254,30477204,FBVLAPXY
48878863,12261043,CJHIIHJC
98993779,87616353,GGWEYPLQ
91864607,26441630,TOXVEGSS
63937277,45291526,WLKEMLZQ
96971674,58002355,TEPSZXKM
30985120,11563932,JVDGXOTE
21064509,16668441,QWSGPBFM
69795849,61173756,RMJJAHFL
53718509,24762264,PKIFLDVU
40776259,58804631,FHREFCVS
53044899,15886569,JWPVAGCZ
21463457,42317945,QOSAUWSQ
86942740,88648303,VYWZSCEU
85855751,16026285,AWFFMPRB
8158759,29378249,REEZURAW
53341654,24164161,HKNSUMWR
69528146,82152942,BXTGUQDQ
14328477,61489941,NFOOXVIU
65364809,16727672,KQFTLJSL
59014251,97101110,TAMZLJMU
82233262,56780064,YUMRGRQW
14074401,54467431,ISRJNIYQ
68476640,68718265,CRGUGCSU
30122501,76626684,MJLUHTGQ
3550281,73283628,SVLZWYOP
93149855,20804675,AXZOWNHM
3076787,29883987,JLOJQTBA
79741351,53875811,MWDFYIKI
63244388,15415686,MYNMBNFJ
82166316,24591892,FGQZQEVJ
8042370,62542753,KTMFAVYI
28232068,97263131,PYGAUWDP
41934223,36569872,IGCQWLWB
5609730,43858082,MLJNDVYJ
10241058,22883908,HWQFXFNP
48773815,68117316,MHQDNBVP
79278599,12640004,EIZUMVUD
48295027,22623798,PZNKEZOE
45439277,28816711,FUFNGFFA
40047558,66748360,XJBILRUI
88201219,29753881,TCDNIROB
15299458,78917369,BLSNEMBM
37552213,42943485,VSEUUETB
39669823,10333626,VEQTXQHM
23352793,62620266,KULFNIMI
66628500,16067740,HDESPZDL
35251973,60235955,NLRGQVLP
39983605,13881596,RMOBPLCP
69293115,3028420,ZCNVOSGO
87696756,76791703,EKHZXLEO
33115191,5083188,UJDZWORQ
90356011,83087662,ZIYBOQIT
26106131,55803876,NTILRSFJ
72226199,34734964,BMZZIWIG
74846443,46309486,LPVTQEPH
34790187,69321097,YUVDVUIU
48925383,18540288,FKIBMLWM
57236083,66830052,RDOGMSEL
10058491,4638092,IYNFDJBL
16075961,86751408,JDSNKAJW
66561961,7003843,HMHAWGNQ
20909952,86295387,UPSTMVLB
23176459,35350293,FBZCRNDV
33908718,30103421,UACJKKHM
55101900,93568390,QXKSOZAL
19869590,38216191,QFMIJFDS
70051897,64180637,AEQRGTQE
46416031,45353622,YDJTEHQL
94561000,2418090,KOLVCTIJ
83525669,36161660,ZXYQCGFW
11453578,15703351,QEUJJDDH
19872040,79709855,STYIYZST
55672565,82044032,RJDTSNAT
90602618,95895655,WEARWSAM
77835235,47451180,YVWUHXQM
6226271,35632792,ZWWJYHKT
54281148,19936216,VJIGHLRM
79899840,34845495,FSZCPVXG
22111680,65267137,LTIAPPBQ
23920691,52131021,CXVLVRKN
29538825,94100931,PKBAEEKP
39299757,90028567,MYCSDZJY
29280755,98311880,RYHCEKUM
9149066,17595304,JLZGGIHC
63875600,46331634,MDYUMVEM
19948634,63127733,KFPVEJTY
52822630,82794584,QIXWAWVJ
8997791,74809269,LJJVAFIK
71518605,96595739,ZECQRQWD
59711315,55290393,PALABWFH
37115336,92452022,NSKGFSKM
54444821,72738856,EFKQYVKA
97530501,5624035,BOCDVEAT
93978037,96471687,LFIBLBMV
12289279,50236834,CHKEYOAY
57963766,52258833,VPYFYRTY
33737850,13484497,DSUZMZAU
63574053,22337697,UITHDMGM
67192181,49368684,LONERVXM
76614214,15766995,JLHPAPDD
86587850,52444535,WVLSYERH
29456708,8108036,KUWFGZMI
1372046,68030537,JONSIWNW
77539366,84038981,AJOLLOQE
42863734,29588494,OUEWYPHA
14799934,32825683,UIXUKNTV
22898710,95930466,IBGHBZYJ
55660339,62066083,UOKNDBZG
13621327,83679478,SQYAFTRW
73334465,89168780,TQVFRXRZ
80591582,2933728,HGZTZUIB
7269041,80837545,BMKXOXOZ
5422451,26099382,PNOWKOQU
52941332,4127540,QPVKBWRP
1613653,82258602,PNIENSZP
59187368,98323495,BATBVIWJ
62030610,28214417,JIPXYHCT
84626606,23618202,XJLXAZSA
70897270,24814655,IBFUYRHI
82242233,11241784,TWSMHXGF
85689659,94327856,COOHMAOM
18793215,37387824,TWUBVGDP
34976680,68411294,MNVASFGE
26136921,33270552,DJZBNOTE
73928020,82733691,PYRBUFTU
66280438,83986024,APQINZOG
77423074,28261709,POUSBKFV
60096583,78789724,CWMRFPHW
35788367,95077102,VWQDWFBX
81555610,95506723,PJBALSLA
16708516,92259991,XPGNPOWZ
46595045,94807065,DIEHKRDJ
79198372,5092326,MNZQNLBC
20392591,3493763,NKNRNYDI
41371913,84148895,XYJRNLOQ
72781066,10734678,IMRPKJUN
5007339,25561682,EOFLJMON
95108884,92566241,AWWPAIIE
68781945,38303681,NGBWNHUF
79102042,76358000,DFZGNRAY
69297038,72393965,PLJCBSGD
59959667,55363066,VOZNUXPK
65573349,91311565,DPHJGJLN
68315427,11383724,TVBQPKNB
57875430,90710489,XTRNQVBU
16693041,73549437,CAHYAZEF
48844255,44431010,YGOBTSFE
25657209,1194121,GRMXJMRG
47046396,75391112,ASUIJISD
6218843,50772131,JCTEOPSG
68970037,26243630,LSBTVUAC
21976733,35449697,KXEYBKXE
78879930,85714851,JIKQNAGE
39768598,57987298,IMMULIUF
78784808,31295423,QVGUNSCO
37733687,14912237,EPJRKUOC
87186753,42874369,XXAPUAEF
40894233,65868454,RQHABIIJ
23613738,44011662,BEDICQNA
31821312,40778386,SZZPZCIJ
84225122,17920642,DNPDRLKG
82492909,33351509,NYAMLFDN
61463599,33781970,OVVMAICM
84413609,38564975,CWDJBIVP
64987054,94027399,WQLCXDRK
5271937,94146139,HKKQLFIB
21149600,36491738,EGKFLMKT
22345382,87545882,OJTWMBAK
85009433,17507606,HTJPXTXF
1304496,63188038,EAUPJVTF
76534752,60956617,DHSRPSLY
42940242,8519557,CWQTPQBQ
17275394,76860332,SMFDUTVR
21452172,74948875,EQJPIAKV
94226885,90577256,YGHUDAXV
13566772,82477370,FBSBGMMQ
24717320,53225143,BBURRFZX
35292588,78387607,ILYILKAF
43557237,61489524,NXLBWMKP
5306809,30760576,KTMEYPZJ
3759004,7278727,AGOPUDIE
91122151,78095393,BITHTLSZ
35221192,81000334,PVBRBEIE
34557614,70864182,BPKZUBLN
88820845,51490198,QXLGSIPH
75925536,23068386,XXWIWGLM
36990236,19031099,YNGCTBEQ
1154112,59426541,DFGTGRRF
54766819,87277750,IXLWPYIX
38435850,83957084,QTBFKKGW
10374558,86707939,IBNVUSXQ
43600564,58347967,MPMJEBQT
60904355,72414710,PXVOTMQP
22802101,41253031,YSCKGFPC
36896418,3015903,SQVCAUSF
38647496,81730011,HXCUZOGV
10239175,55846975,SOSVMGZN
73590729,41164545,WVOBGKYJ
65864681,36004728,TFZAYYAX
69695406,87993340,PRBLIYWT
74406383,44730760,BLRDCFSX
74832867,97993117,IAHVPYST
32099784,12254078,MGIHONVU
57327340,1752558,YQBPYZGO
31373986,81945098,NIWMGFMU
33268615,71534011,AASMTAYE
55580425,87447311,VJPOFMLM
28371404,23847371,YANHFKXE
76161518,72195130,RBUDRMPY
58758209,51636521,FIZPRMFU
68572071,23660607,JSGNSMTG
8998521,58451165,WWZCCCRI
89546034,56294719,FSRCIWMX
6900924,16929376,CZZDJNAS
11100330,94693065,SECTZLKH
94004507,19339219,LQOEQCML
68781611,24229620,UNRWCRYA
9051531,4230286,KKIBPJPZ
14700405,94407231,AWCQVLXO
49875399,53488039,JURORDFQ
88580027,21827048,UBVWFXRN
98088789,24387896,BFMILKPL
97453636,13131697,OKFOZVNQ
37617805,92033987,EPDOQLLD
45720978,51567699,YDQGUMCH
25220177,15804733,LSEKLBZA
72325798,19019885,RUANJDKC
99551672,93702984,IMCJYFLL
88606143,66577089,QSODYGKS
79659725,17370211,BYVHLHTV
50781948,48678648,ZCFWFFQT
55979866,42416177,XWRLFNBW
98507479,57287232,LAKWLVHH
74279109,89455070,TIUCJCKW
34931378,38450927,AVMYMKFM
63109919,3983906,MGFSIMNU
59807847,40799690,GCBGIUDP
25317359,10826877,KIDIKDYM
77139656,10464423,DXDQNHCY
81606730,69236723,TEZXMAYJ
57258620,95239721,GOXXJZKG
65503828,53920778,JSUBXMQE
1281052,84563443,UPLLBJPL
78543005,34474066,LQFQBZRV
45907240,19724613,FARSQGLR
27579255,84281208,SZKCZLKC
35274688,93961668,NVKXUMTO
44939923,46636926,GORRNBSS
73587580,35413776,OWPLPNDJ
58063898,18024971,PVVUUWHV
14665568,98830225,TWHMATKL
46449191,49556853,XDKPHPLD
62424705,99481172,PMRWHDUU
14280576,17112437,EKBZIFUR
48240976,66413887,WWHIHZJH
26829190,82924323,STEFSVLZ
28566868,3447228,LCXSNMPD
6548745,48134855,YGEATENS
69662876,83344283,TKDIHUHC
62030558,17835308,UENSMXKH
49300065,61045234,CTMOXOWA
97563020,31077096,JKVVNDWJ
54117129,51376041,EGJNKFNM
51206603,92606418,EQTLBGCJ
73470737,37741565,YKLWBACC
72568296,99068161,BIKHSXJS
25922969,25334670,DDQVVXLJ
55383906,54760482,IYMBKVTQ
36284159,66796700,NBOOUDIV
18680253,69494831,VHQLPIMP
40138389,6135822,RLNCHYSZ
93191128,17881515,XSJLVUYK
53042578,88530852,XYYRLMQE
18323617,97261509,RYIWQKPU
45059430,17092299,DUOBBLEV
92058208,57504779,SBIFLIJT
38721768,69526709,HVUXRIBL
32431018,76862437,ZCTPCIGJ
56211227,95831739,YAYPYMDO
67476590,3011415,EIPOKWCU
17594825,10378281,FLBRQZHI
29454031,57610312,ZNYJDMHQ
63682260,28043367,CNWIZWTB
8096941,93173747,QOZYSFQV
32080400,75916136,TBWTAQNQ
12012103,66105299,CYZAXALA
47968893,62081880,OWHLZHGR
7983592,53827910,ATKSDOUN
23462448,21153490,IXLHCKUA
94076383,29038485,GUUMWCYJ
90453395,28387669,AMTZXMVR
83772610,47273863,SNONOPZO
34052855,1883454,URYXRIWZ
80248890,65484016,QYEYSUMD
20312756,56229963,QQNFGWJQ
60223014,7354426,BKDQYYFE
41557137,45128585,KRHIBNTG
95233199,72654730,KDXZPFZV
22002824,45805878,YVWROLWF
10968529,36230374,XASCSKRP
34794994,81853679,XGUHEJMS
80538415,57673866,IJFAYJNV
74864874,31144245,CZTQBVNH
96537028,8279982,DXLNJEFR
17693057,96723631,KGGGOABA
76977787,92499502,HNCEJELI
41343649,72980367,SJDJHFJN
22489643,23132209,BVCYIXVI
4479557,47461729,CAAIFXQH
15634954,14637597,FVCCBHFY
54449845,82081218,IKLZELCX
11025401,79461667,TCMYAVVV
25195736,28431598,EOGOLAVW
90620937,97656294,NPGOFTOD
19551319,73476347,BUBSXLDN
89030334,43475889,VOBWGLIN
27865504,90353822,TNOBHEFP
15996312,74788628,HDZNXEFZ
86063751,43580697,FZSFXZKX
10277386,10946493,VGGGCKDT
17254295,59247347,YRBXYNDK
67824947,50414511,BGAZTOGJ
69057389,73036358,TURIGMTE
95839956,5640409,WRSHGGLK
61354254,52988809,CYKHLTWU
77193079,56352718,BWIFLQUE
89029382,15145242,XTSHMZJG
4855623,78687564,LURPSWYE
8487349,99366999,WYGERMJM
32445418,40045077,FTMLESAN
24482114,3920282,WKEPZFGR
88766708,89397965,NPEKUIMU
46730748,94931036,EOJAWJSN
41121707,69006923,TTNHUOKN
86029544,91876596,PXVEFKRR
89713943,44123823,SUFDPJWQ
89970088,36717113,XTOPXXXB
12968233,47021166,RLGVZYSP
17494325,58528698,LBEREQXH
33408969,25351169,RVNALDSY
75669152,90780278,WEFJSZQL
62416813,40154470,EMADXHUA
31481996,77585046,BZSUDILU
27269796,9360899,ATVJUCYH
22870136,18584517,CGRYCNGR
48654021,40274517,QDTXMGGH
8660774,14551551,OLFWGNNG
79283592,4581811,HXNKSDGU
62929048,16377300,DGWDMABX
52872532,81538221,XKPUWMYR
32505043,6183897,EYSUTPQX
23890504,8416968,EERKCDOR
47627740,55866117,XSYVEXVS
2934649,18253209,OMCYSSAL
57532067,60648231,EPCRVYDX
80489594,63816498,XBXOUKBO
69026883,81234234,JDUYKZZD
94218105,96016765,KNXBROCJ
19748288,65618398,BBLMCMHE
18188337,36161303,JLZGQWLY
8073238,10559991,MRGXIZPB
32545648,81292130,QICDSWRY
73404558,30392754,IAGHRYCT
37924090,69617305,HBHCYOVM
71309517,37654202,BOULZEDM
15843004,26096569,AVIFMUTV
99833213,11451118,OCLATIWC
75762524,37085134,GBNIHXPG
73975369,57807458,XESKQCZQ
30011197,4517287,APGNBFUR
69723065,36429572,LUZOHRLN
20001274,52845466,GLLFCLWI
47223252,49450934,YKLWIZBL
45032536,14163263,QWINGOJW
15460023,18382391,NGKXULVH
55596929,20279792,REIXIOUR
62559493,32819248,GYBBKQAC
95323826,89184201,QJSFYXXU
16280021,95264487,MUJPOWEH
93511800,48828149,MLUXLWCQ
73422799,57363593,OUIGWXQC
80039731,90334683,ZMWSHKUA
77598366,79098924,WGEIQIEU
87858491,18063327,OGTDIPRY
71617792,34891272,EVKSEZSU
34108371,14628273,XMUSMPPS
1520726,1084023,PKFMHTSV
74163312,68147764,WEVNKYPK
48301530,63639992,BSRKTJBT
31981055,63481700,GXDKRZVF
2218922,38541861,EDFDBXMS
29099462,24396471,JHODTUDO
40009783,76683472,RQBKTBXG
45793906,14643721,TNNKDSNV
45000012,97899907,QCAYVOXD
69607194,23636914,ZVFOPNQV
79680589,39840087,VXIYRYOD
81406012,80734704,TSEYPIVC
59606534,49093283,WVOFJIBI
76424980,58454391,OWFGBKOB
53038113,70789710,LMHWHCMO
74110654,3263818,PCJOKFBP
52339090,62309178,JDESEUGT
35198635,77434814,DIMTJDSG
15490365,24718992,RCTMNNDF
29065657,32702254,NGIJZWNK
3412126,99098928,WQWJEMMU
20293442,79364304,QBUBUPYY
56703345,15789433,WKQVLIQH
56974384,28989059,SABDPWDY
80035377,97003476,FQHQIUSA
28710107,66427434,CTPUOKFH
28944513,38675884,JCSWBJJC
46522080,15446964,RPCKZQIE
80217925,89338409,GRMSKYHO
27852500,75976953,BPVWIUCO
25378679,12810862,JLLNYGKT
18529339,7437056,OKTGWPFF
18610896,58989446,PFUGDXBS
2006393,41691968,CPHTKAYL
84676161,42940132,PUIEMRSL
28369718,24751043,WLDPWLOI
91936548,56604376,BJSVXMOA
73097208,74944046,IXCWIKQV
2371857,32328259,MVBVSCAZ
47559368,19534031,CBNFKLTI
78343034,79343624,HFHZYJQT
63810476,20947073,UYCHJWUT
48391153,89839183,VBCAMWUU
23544131,99319735,ZFWABTNS
30404559,25395309,MZKPENFB
24059694,52349758,HOZXIQDS
15714781,54660505,RRWJSQWO
46258867,13382099,ZTGTAFSF
59060841,85321075,PIOHNHDW
50560803,32213439,LQTRMJSA
53321391,59712749,FYMDBJGT
22819781,19500984,HKVCRNRT
17243854,51998785,LZLSKEDD
95001289,15626967,RGTIVBNQ
56406340,47647229,VSMSOEKB
13231717,30141524,TCWMZQYH
6399307,25073473,GPSPQAEL
98171696,91967187,YARRQUFH
41265726,58122328,JBNYOZNQ
10636334,33497612,JJEDNAKJ
30621445,68600496,ELTORPAH
90698852,22037218,FUCHFAIK
61802706,27332292,PPGPYENP
34446114,51121383,VHXIZITC
41703663,59425148,WRHNGKSW
78758632,92512407,ORPKVGYF
72131515,94269276,IOPHVWIC
17994784,3980261,QQHIRUEU
5919298,97725810,MNCQATLT
6295188,5549685,UHGLEJYG
22510569,15200592,OSHPNHRI
86706860,84428243,SMJPEZKJ
67845010,38733557,INPSZBID
12549037,40251544,EBRXPEIB
70412566,4914029,SWVRJSQC
76093292,50888291,WBKDRYEQ
20509079,43687991,FBPHRDHW
87431669,28420955,NLPINRKJ
38713615,22163314,CCHEGKIS
45586169,43727459,LPMXBWWD
57411024,8076680,QWIOLPXS
23972503,32640626,JOSEVCIL
87044464,97600956,ZPENCVFS
59803759,42782972,ONJLGDZL
29949716,48582798,FSOJIVTQ
97120847,36604351,ABJVQVBK
4543624,23616911,KDKGRFWP
37267459,85390135,PROMOBPF
62909244,3702193,YMPIAABA
23904084,68161920,XTZFEIDT
25152046,15412185,UAPZHBIC
